image,agriculture,clear,cloudy,primary,road,shifting,water,partly_cloudy,haze,habitation,slash_burn,cultivation,blooming,bare_ground,selective_logging,conventional_mine,artisinal_mine,blow_down
train_18899,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18900,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18901,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18902,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_18903,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18904,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18905,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_18906,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18907,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_18908,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18909,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18910,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18911,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18912,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18914,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18915,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18916,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18917,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
train_18918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18919,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18920,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18921,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18922,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18923,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18924,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18925,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_18926,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_18927,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18928,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_18929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18930,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18931,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
train_18932,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
train_18933,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18934,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18935,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
train_18936,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18937,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18938,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18940,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
train_18941,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_18942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18943,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18944,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_18945,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18946,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18947,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_18948,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18949,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18950,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18951,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18952,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_18953,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18955,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18956,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18957,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18958,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
train_18959,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18960,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_18961,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18962,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18963,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18964,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
train_18965,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18966,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_18967,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18968,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18969,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_18970,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18971,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_18972,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
train_18973,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18974,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
train_18975,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_18976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18977,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18978,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18979,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18980,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18981,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
train_18982,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18983,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18984,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18985,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18986,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
train_18987,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18988,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18989,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_18990,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18991,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_18992,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_18993,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18995,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_18996,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_18997,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18998,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
train_18999,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_19002,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
train_19003,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19006,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19007,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
train_19008,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19009,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19010,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19011,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19012,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19013,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19015,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19016,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19017,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19018,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19019,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_19020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19021,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19023,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
train_19024,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19025,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_19026,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19028,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19029,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19030,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19031,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19032,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19033,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19034,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_19035,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_19036,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19037,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19038,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19039,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19040,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19041,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19042,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19043,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19044,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
train_19045,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19046,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_19047,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19048,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19049,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19050,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19051,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19052,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19053,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19054,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
train_19055,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
train_19056,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19057,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19058,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19059,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19060,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19061,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19062,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19063,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19064,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19065,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19066,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19067,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19068,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_19069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19070,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19071,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19072,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19073,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19074,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19075,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
train_19076,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19077,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19078,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19079,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19080,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19081,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19082,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19083,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19084,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19086,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19087,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19088,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19089,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19090,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19091,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
train_19092,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19094,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19096,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19097,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19098,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19099,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19100,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
train_19101,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_19102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19103,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19104,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19106,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19107,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19108,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19109,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19112,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19114,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19115,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
train_19116,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19118,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19119,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19120,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
train_19121,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_19122,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19123,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19124,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19125,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19126,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19127,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19128,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19129,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train_19130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19131,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19132,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19133,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19134,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19135,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19136,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_19137,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19138,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19139,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19140,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19141,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19144,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19145,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19146,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
train_19147,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19148,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19149,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19150,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_19151,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19152,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19153,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19154,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_19155,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19156,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19157,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19158,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19159,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19160,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_19161,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19162,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19163,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19164,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19165,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19166,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19168,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19169,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_19170,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19171,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19172,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19174,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19175,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19177,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19178,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19179,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19180,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19181,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19183,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19184,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
train_19185,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19186,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19187,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19188,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
train_19189,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
train_19190,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19192,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19193,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19194,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19196,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19197,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19198,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19199,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19200,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19201,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19202,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19203,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19204,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19205,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
train_19206,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_19207,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19208,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19209,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19210,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19211,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19212,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_19213,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19214,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_19215,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19216,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19217,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19218,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
train_19219,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_19220,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19221,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19223,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
train_19224,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19225,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_19226,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19227,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19228,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19229,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19230,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19231,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19232,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
train_19233,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19234,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_19235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19236,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
train_19237,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
